notif_id,plate,owner,phone,type,message,status,time
183,ML07XQ7196,Rohan Bose,+915677490863,SMS,ML07XQ7196 overspeeding (50 km/h) at Main Gate,Delivered,2026-03-23 23:37:58
184,DL40VN4049,Rajesh Das,+915928684265,SMS,DL40VN4049 overspeeding (70 km/h) at GH-4 Gate,Failed,2026-03-24 04:40:58
185,DL74BJ4274,Suresh Verma,+912083212354,SMS,DL74BJ4274 overspeeding (65 km/h) at Residential Zone,Delivered,2026-03-23 13:54:58
186,ML96SL5034,Ananya Nair,+913496992806,EMAIL,ML96SL5034 overspeeding (59 km/h) at Main Gate,Failed,2026-03-23 19:25:58
187,ML56VE5235,Rahul Bose,+916488033059,SYSTEM,ML56VE5235 overspeeding (24 km/h) at Residential Zone,Failed,2026-03-23 15:34:58
188,DL52IZ2550,Ananya Iyer,+918110914408,SMS,DL52IZ2550 overspeeding (66 km/h) at GH-4 Gate,Delivered,2026-03-24 01:14:58
189,WB66YQ5291,Riya Nair,+913398014429,EMAIL,WB66YQ5291 overspeeding (35 km/h) at Sports Complex,Failed,2026-03-23 15:36:58
190,AS17HA8384,Riya Verma,+917556453519,EMAIL,AS17HA8384 overspeeding (66 km/h) at Sports Complex,Failed,2026-03-24 02:22:58
191,DL40VN4049,Rajesh Das,+915928684265,SMS,DL40VN4049 overspeeding (56 km/h) at Library Junction,Failed,2026-03-24 03:01:58
192,AS83FS6022,Kavya Mehta,+917446152331,SMS,AS83FS6022 overspeeding (70 km/h) at Sports Complex,Delivered,2026-03-24 02:01:58
193,ML66ZK5727,Meena Das,+917622447332,SYSTEM,ML66ZK5727 overspeeding (63 km/h) at Sports Complex,Delivered,2026-03-23 13:39:58
194,AS38TM4623,Kavya Gupta,+912540649898,SYSTEM,AS38TM4623 overspeeding (43 km/h) at Residential Zone,Delivered,2026-03-24 01:33:58
195,KA14YZ5213,Rajesh Bose,+917500846271,SYSTEM,KA14YZ5213 overspeeding (33 km/h) at Hospital Road,Failed,2026-03-23 23:04:58
196,DL63EZ3326,Suresh Nair,+913397774947,EMAIL,DL63EZ3326 overspeeding (29 km/h) at Academic Block A,Failed,2026-03-24 04:29:58
197,DL98TW1231,Arjun Das,+911014027580,SYSTEM,DL98TW1231 overspeeding (46 km/h) at Main Gate,Failed,2026-03-24 11:13:58
198,ML88RX4292,Sneha Joshi,+913910963340,EMAIL,ML88RX4292 overspeeding (44 km/h) at Library Junction,Failed,2026-03-24 09:25:58
199,KA30QN3381,Sneha Sharma,+912427917146,EMAIL,KA30QN3381 overspeeding (53 km/h) at Library Junction,Delivered,2026-03-24 01:18:58
200,ML96SL5034,Ananya Nair,+913496992806,SYSTEM,ML96SL5034 overspeeding (36 km/h) at Main Gate,Failed,2026-03-23 14:22:58
201,KA82OH1461,Neha Nair,+915236349201,EMAIL,KA82OH1461 overspeeding (64 km/h) at Sports Complex,Delivered,2026-03-23 17:03:58
202,WB59SZ3341,Rahul Bose,+917914437386,EMAIL,WB59SZ3341 overspeeding (28 km/h) at Main Gate,Delivered,2026-03-23 20:10:58
203,ML32GF1928,Aman Iyer,+917798826466,SMS,ML32GF1928 overspeeding (21 km/h) at Hospital Road,Failed,2026-03-24 05:49:58
204,ML97PM4717,Rajesh Joshi,+910225793932,SMS,ML97PM4717 overspeeding (60 km/h) at Library Junction,Delivered,2026-03-24 04:43:58
205,KA85SP8923,Sneha Iyer,+915424963059,SMS,KA85SP8923 overspeeding (39 km/h) at Main Gate,Failed,2026-03-23 17:40:58
206,WB58WC3808,Arjun Joshi,+913635977474,SMS,WB58WC3808 overspeeding (32 km/h) at Residential Zone,Failed,2026-03-24 00:53:58
207,WB83EK6884,Pooja Iyer,+913168632252,SMS,WB83EK6884 overspeeding (30 km/h) at Library Junction,Delivered,2026-03-24 05:03:58
208,WB35LG7640,Neha Verma,+911544676659,SYSTEM,WB35LG7640 overspeeding (33 km/h) at GH-4 Gate,Failed,2026-03-24 05:10:58
209,KA67DY2024,Kavya Bose,+919877170221,EMAIL,KA67DY2024 overspeeding (30 km/h) at Main Gate,Delivered,2026-03-23 13:43:58
210,DL98KR3808,Rohan Iyer,+917462868793,SMS,DL98KR3808 overspeeding (52 km/h) at Library Junction,Delivered,2026-03-23 15:48:58
211,KA16IA3366,Rohan Sharma,+915286067475,SMS,KA16IA3366 overspeeding (33 km/h) at Residential Zone,Failed,2026-03-24 00:33:58
212,DL98KR3808,Rohan Iyer,+917462868793,SYSTEM,DL98KR3808 overspeeding (66 km/h) at Academic Block B,Failed,2026-03-23 23:30:58
213,KA91KA4712,Meena Mehta,+914977347776,SYSTEM,KA91KA4712 overspeeding (36 km/h) at Academic Block A,Delivered,2026-03-24 07:15:58
214,AS27RC7448,Ananya Sharma,+919232836094,SYSTEM,AS27RC7448 overspeeding (48 km/h) at Main Gate,Failed,2026-03-24 09:15:58
215,KA32HP4802,Kavya Gupta,+911841233946,EMAIL,KA32HP4802 overspeeding (29 km/h) at Academic Block B,Failed,2026-03-24 01:06:58
216,WB55CZ1211,Neha Nair,+912736869188,SMS,WB55CZ1211 overspeeding (54 km/h) at Academic Block B,Delivered,2026-03-23 16:58:58
217,WB59SZ3341,Rahul Bose,+917914437386,SYSTEM,WB59SZ3341 overspeeding (64 km/h) at Residential Zone,Failed,2026-03-23 17:38:58
218,WB36BB8849,Pooja Nair,+916299069117,SMS,WB36BB8849 overspeeding (22 km/h) at Library Junction,Delivered,2026-03-24 11:44:58
219,KA16IA3366,Rohan Sharma,+915286067475,EMAIL,KA16IA3366 overspeeding (25 km/h) at Hospital Road,Delivered,2026-03-23 16:45:58
220,DL98KR3808,Rohan Iyer,+917462868793,SYSTEM,DL98KR3808 overspeeding (62 km/h) at Academic Block A,Failed,2026-03-23 15:26:58
221,DL21FZ5173,Rahul Nair,+911900874208,SYSTEM,DL21FZ5173 overspeeding (46 km/h) at Academic Block B,Delivered,2026-03-23 19:51:58
222,DL08NI4952,Vikram Nair,+912709109071,SYSTEM,DL08NI4952 overspeeding (38 km/h) at Academic Block B,Failed,2026-03-24 11:15:58
223,ML32GF1928,Aman Iyer,+917798826466,SMS,ML32GF1928 overspeeding (43 km/h) at Library Junction,Delivered,2026-03-23 15:57:58
224,WB66YQ5291,Riya Nair,+913398014429,EMAIL,WB66YQ5291 overspeeding (42 km/h) at Main Gate,Delivered,2026-03-24 06:57:58
225,AS84QL6148,Rohan Joshi,+913289615662,SMS,AS84QL6148 overspeeding (67 km/h) at Residential Zone,Delivered,2026-03-23 21:01:58
226,AS05UA4808,Kavya Das,+919637877610,EMAIL,AS05UA4808 overspeeding (41 km/h) at Main Gate,Failed,2026-03-23 20:21:58
227,KA13RM5187,Vikram Nair,+914767591949,SMS,KA13RM5187 overspeeding (67 km/h) at Main Gate,Delivered,2026-03-24 02:08:58
228,DL01NF5747,Arjun Verma,+911316655257,EMAIL,DL01NF5747 overspeeding (64 km/h) at Academic Block B,Delivered,2026-03-23 13:20:58
229,WB48UU1369,Arjun Kumar,+918948026518,EMAIL,WB48UU1369 overspeeding (59 km/h) at Hospital Road,Delivered,2026-03-23 21:05:58
230,DL72HP6499,Kavya Iyer,+916877846731,SYSTEM,DL72HP6499 overspeeding (22 km/h) at Hospital Road,Failed,2026-03-24 10:10:58
231,AS86JG9373,Suresh Mehta,+912381617150,SYSTEM,AS86JG9373 overspeeding (16 km/h) at Residential Zone,Delivered,2026-03-23 19:29:58
232,KA98NI8813,Arjun Iyer,+917883709970,EMAIL,KA98NI8813 overspeeding (59 km/h) at Academic Block A,Delivered,2026-03-23 23:44:58
233,DL31BI3386,Kavya Verma,+919431025879,EMAIL,DL31BI3386 overspeeding (22 km/h) at GH-4 Gate,Delivered,2026-03-23 16:18:58
234,ML28TE1153,Rajesh Gupta,+910236906726,SMS,ML28TE1153 overspeeding (24 km/h) at Residential Zone,Delivered,2026-03-24 02:39:58
235,AS87CO8533,Arjun Kumar,+914853515621,SMS,AS87CO8533 overspeeding (42 km/h) at Academic Block A,Failed,2026-03-24 01:10:58
236,AS39DD6131,Neha Nair,+917489491004,SYSTEM,AS39DD6131 overspeeding (41 km/h) at Hospital Road,Failed,2026-03-24 10:36:58
237,WB67HF8236,Neha Sharma,+916210931597,EMAIL,WB67HF8236 overspeeding (67 km/h) at GH-4 Gate,Delivered,2026-03-23 17:42:58
238,AS34EA9219,Ananya Verma,+919279012809,SYSTEM,AS34EA9219 overspeeding (22 km/h) at Library Junction,Delivered,2026-03-23 16:45:58
239,DL72HP6499,Kavya Iyer,+916877846731,SMS,DL72HP6499 overspeeding (24 km/h) at Academic Block B,Delivered,2026-03-24 05:02:58
240,DL32VH5131,Ananya Nair,+916053706022,EMAIL,DL32VH5131 overspeeding (62 km/h) at GH-4 Gate,Delivered,2026-03-23 22:51:58
241,KA91KA4712,Meena Mehta,+914977347776,EMAIL,KA91KA4712 overspeeding (41 km/h) at Library Junction,Failed,2026-03-23 23:59:58
242,DL08NI4952,Vikram Nair,+912709109071,EMAIL,DL08NI4952 overspeeding (36 km/h) at Sports Complex,Failed,2026-03-23 18:45:58
243,DL09RM3079,Rajesh Gupta,+910414389408,EMAIL,DL09RM3079 overspeeding (68 km/h) at Main Gate,Failed,2026-03-23 20:30:58
244,KA05JP7623,Meena Bose,+919000637891,EMAIL,KA05JP7623 overspeeding (67 km/h) at Hospital Road,Delivered,2026-03-23 15:31:58
245,ML28CR1695,Suresh Mehta,+915639757890,EMAIL,ML28CR1695 overspeeding (69 km/h) at Hospital Road,Failed,2026-03-23 12:34:58
246,ML64JM7237,Ananya Mehta,+910089925356,SMS,ML64JM7237 overspeeding (55 km/h) at Hospital Road,Delivered,2026-03-24 10:07:58
247,DL59NA4362,Arjun Mehta,+917190273178,SMS,DL59NA4362 overspeeding (32 km/h) at GH-4 Gate,Delivered,2026-03-23 17:57:58
248,DL49NC5997,Pooja Kumar,+913421486777,SMS,DL49NC5997 overspeeding (28 km/h) at Academic Block B,Failed,2026-03-24 05:13:58
249,ML46MM6488,Rajesh Joshi,+919322317460,SYSTEM,ML46MM6488 overspeeding (43 km/h) at Residential Zone,Delivered,2026-03-23 13:56:58
250,WB53AS7612,Riya Das,+915125486662,EMAIL,WB53AS7612 overspeeding (31 km/h) at Sports Complex,Delivered,2026-03-23 16:51:58
251,DL21FZ5173,Rahul Nair,+911900874208,SYSTEM,DL21FZ5173 overspeeding (27 km/h) at Sports Complex,Failed,2026-03-24 07:20:58
252,AS11BT4725,Priya Iyer,+918449239542,SYSTEM,AS11BT4725 overspeeding (67 km/h) at Residential Zone,Delivered,2026-03-23 17:46:58
253,ML72BR1484,Rohan Nair,+911576202706,EMAIL,ML72BR1484 overspeeding (61 km/h) at Library Junction,Failed,2026-03-23 20:50:58
254,WB89CN6765,Riya Mehta,+913561598010,SMS,WB89CN6765 overspeeding (53 km/h) at GH-4 Gate,Failed,2026-03-23 23:27:58
255,KA13RM5187,Vikram Nair,+914767591949,EMAIL,KA13RM5187 overspeeding (53 km/h) at Hospital Road,Delivered,2026-03-23 15:29:58
256,AS27RC7448,Ananya Sharma,+919232836094,EMAIL,AS27RC7448 overspeeding (27 km/h) at Residential Zone,Failed,2026-03-24 02:54:58
257,AS84QL6148,Rohan Joshi,+913289615662,EMAIL,AS84QL6148 overspeeding (59 km/h) at Residential Zone,Delivered,2026-03-24 09:13:58
258,WB48OH1391,Suresh Sharma,+914985618855,SMS,WB48OH1391 overspeeding (28 km/h) at GH-4 Gate,Failed,2026-03-24 00:55:58
259,ML88RX4292,Sneha Joshi,+913910963340,SMS,ML88RX4292 overspeeding (27 km/h) at Library Junction,Failed,2026-03-23 19:01:58
260,KA32PF6209,Rahul Nair,+913422974948,EMAIL,KA32PF6209 overspeeding (39 km/h) at Academic Block A,Delivered,2026-03-23 20:29:58
261,KA26GV1325,Priya Mehta,+915506330633,SYSTEM,KA26GV1325 overspeeding (38 km/h) at GH-4 Gate,Failed,2026-03-23 14:12:58
262,ML73GV9095,Rajesh Mehta,+912021048241,SYSTEM,ML73GV9095 overspeeding (40 km/h) at Sports Complex,Delivered,2026-03-23 23:12:58
263,ML94LG3675,Arjun Bose,+912905214340,SYSTEM,ML94LG3675 overspeeding (49 km/h) at Sports Complex,Failed,2026-03-23 17:38:58
264,AS05UA4808,Kavya Das,+919637877610,SMS,AS05UA4808 overspeeding (30 km/h) at GH-4 Gate,Failed,2026-03-24 04:12:58
265,WB83EK6884,Pooja Iyer,+913168632252,SYSTEM,WB83EK6884 overspeeding (70 km/h) at Library Junction,Failed,2026-03-23 18:52:58
266,DL68JU6845,Meena Iyer,+914327603910,EMAIL,DL68JU6845 overspeeding (44 km/h) at Main Gate,Delivered,2026-03-23 20:42:58
267,ML94LG3675,Arjun Bose,+912905214340,SYSTEM,ML94LG3675 overspeeding (65 km/h) at Library Junction,Delivered,2026-03-24 11:25:58
268,ML67AP9551,Suresh Verma,+917855402642,SYSTEM,ML67AP9551 overspeeding (56 km/h) at Sports Complex,Delivered,2026-03-24 09:42:58
269,AS15DM4115,Kavya Bose,+912103891860,SMS,AS15DM4115 overspeeding (31 km/h) at GH-4 Gate,Failed,2026-03-24 09:54:58
270,AS05UA4808,Kavya Das,+919637877610,SMS,AS05UA4808 overspeeding (39 km/h) at Library Junction,Failed,2026-03-23 17:42:58
271,WB48UU1369,Arjun Kumar,+918948026518,SMS,WB48UU1369 overspeeding (38 km/h) at Hospital Road,Delivered,2026-03-23 13:10:58
272,KA04TV4558,Vikram Bose,+917707675638,SYSTEM,KA04TV4558 overspeeding (53 km/h) at GH-4 Gate,Failed,2026-03-23 18:00:58
273,KA05JP7623,Meena Bose,+919000637891,SYSTEM,KA05JP7623 overspeeding (45 km/h) at Sports Complex,Delivered,2026-03-23 22:09:58
274,ML88FN3438,Neha Iyer,+911992948086,SMS,ML88FN3438 overspeeding (54 km/h) at Library Junction,Delivered,2026-03-24 05:49:58
275,KA11BF5605,Vikram Sharma,+911190227555,SYSTEM,KA11BF5605 overspeeding (58 km/h) at GH-4 Gate,Delivered,2026-03-23 14:13:58
276,WB66YQ5291,Riya Nair,+913398014429,EMAIL,WB66YQ5291 overspeeding (60 km/h) at Library Junction,Delivered,2026-03-24 11:13:58
277,AS95FF9779,Arjun Sharma,+917988247351,SMS,AS95FF9779 overspeeding (23 km/h) at Hospital Road,Failed,2026-03-24 10:59:58
278,ML66ZK5727,Meena Das,+917622447332,SYSTEM,ML66ZK5727 overspeeding (27 km/h) at Residential Zone,Delivered,2026-03-24 11:12:58
279,KA26GV1325,Priya Mehta,+915506330633,EMAIL,KA26GV1325 overspeeding (43 km/h) at Academic Block A,Failed,2026-03-24 03:40:58
280,WB55CZ1211,Neha Nair,+912736869188,SMS,WB55CZ1211 overspeeding (64 km/h) at Academic Block A,Delivered,2026-03-23 13:21:58
281,WB57OF5240,Arjun Iyer,+911483946013,SYSTEM,WB57OF5240 overspeeding (35 km/h) at Academic Block B,Failed,2026-03-23 14:14:58
282,ML28TE1153,Rajesh Gupta,+910236906726,EMAIL,ML28TE1153 overspeeding (43 km/h) at Sports Complex,Delivered,2026-03-23 14:18:58
283,ML94LG3675,Arjun Bose,+912905214340,SMS,ML94LG3675 overspeeding (55 km/h) at Academic Block B,Delivered,2026-03-24 09:19:58
284,DL49NC5997,Pooja Kumar,+913421486777,EMAIL,DL49NC5997 overspeeding (30 km/h) at Residential Zone,Failed,2026-03-23 21:26:58
285,WB35LG7640,Neha Verma,+911544676659,SMS,WB35LG7640 overspeeding (39 km/h) at Hospital Road,Delivered,2026-03-23 16:44:58
286,AS39TF1535,Suresh Sharma,+916015436475,SMS,AS39TF1535 overspeeding (49 km/h) at Library Junction,Failed,2026-03-24 12:03:58
287,ML28CR1695,Suresh Mehta,+915639757890,SYSTEM,ML28CR1695 overspeeding (25 km/h) at Hospital Road,Delivered,2026-03-24 05:54:58
288,ML67RX5733,Arjun Iyer,+917949777325,EMAIL,ML67RX5733 overspeeding (26 km/h) at GH-4 Gate,Delivered,2026-03-24 06:21:58
289,ML07XQ7196,Rohan Bose,+915677490863,SMS,ML07XQ7196 overspeeding (56 km/h) at Academic Block A,Delivered,2026-03-23 14:22:58
290,WB48UU1369,Arjun Kumar,+918948026518,EMAIL,WB48UU1369 overspeeding (57 km/h) at Sports Complex,Delivered,2026-03-24 07:55:58
291,WB57OF5240,Arjun Iyer,+911483946013,SYSTEM,WB57OF5240 overspeeding (39 km/h) at Residential Zone,Failed,2026-03-24 04:57:58
292,DL99TM2873,Pooja Bose,+918396935104,SMS,DL99TM2873 overspeeding (21 km/h) at Library Junction,Failed,2026-03-23 23:15:58
293,AS62CG5474,Kavya Bose,+919032494066,EMAIL,AS62CG5474 overspeeding (47 km/h) at Academic Block B,Delivered,2026-03-23 21:07:58
294,AS39DD6131,Neha Nair,+917489491004,EMAIL,AS39DD6131 overspeeding (69 km/h) at GH-4 Gate,Failed,2026-03-24 09:57:58
295,DL83WU9535,Kavya Nair,+911915390504,SMS,DL83WU9535 overspeeding (48 km/h) at Residential Zone,Failed,2026-03-24 12:02:58
296,AS56EJ1700,Pooja Verma,+914789307919,SMS,AS56EJ1700 overspeeding (63 km/h) at Academic Block A,Failed,2026-03-23 15:11:58
297,KA32HP4802,Kavya Gupta,+911841233946,EMAIL,KA32HP4802 overspeeding (35 km/h) at Academic Block A,Delivered,2026-03-23 14:01:58
298,KA97LD1716,Rajesh Gupta,+916474566939,SMS,KA97LD1716 overspeeding (62 km/h) at Hospital Road,Failed,2026-03-23 15:21:58
299,AS05UA4808,Kavya Das,+919637877610,SMS,AS05UA4808 overspeeding (32 km/h) at GH-4 Gate,Failed,2026-03-24 06:11:58
300,WB58WC3808,Arjun Joshi,+913635977474,SYSTEM,WB58WC3808 overspeeding (46 km/h) at Academic Block B,Delivered,2026-03-24 10:43:58
301,AS83FS6022,Kavya Mehta,+917446152331,SMS,AS83FS6022 overspeeding (50 km/h) at Residential Zone,Delivered,2026-03-23 18:19:58
302,KA32HP4802,Kavya Gupta,+911841233946,EMAIL,KA32HP4802 overspeeding (54 km/h) at Residential Zone,Delivered,2026-03-23 18:27:58
303,AS20XH6881,Ananya Gupta,+911468643669,SYSTEM,AS20XH6881 overspeeding (53 km/h) at Academic Block B,Failed,2026-03-24 01:58:58
304,DL39UK9366,Pooja Bose,+918116523937,SMS,DL39UK9366 overspeeding (67 km/h) at Hospital Road,Failed,2026-03-24 06:00:58
305,DL01NF5747,Arjun Verma,+911316655257,SYSTEM,DL01NF5747 overspeeding (36 km/h) at Hospital Road,Delivered,2026-03-23 19:14:58
306,KA97LD1716,Rajesh Gupta,+916474566939,SYSTEM,KA97LD1716 overspeeding (70 km/h) at Main Gate,Failed,2026-03-24 08:59:58
307,AS17HA8384,Riya Verma,+917556453519,SMS,AS17HA8384 overspeeding (27 km/h) at Academic Block B,Delivered,2026-03-23 19:04:58
308,WB55CZ1211,Neha Nair,+912736869188,SYSTEM,WB55CZ1211 overspeeding (29 km/h) at Library Junction,Delivered,2026-03-24 06:22:58
309,KA16IA3366,Rohan Sharma,+915286067475,EMAIL,KA16IA3366 overspeeding (57 km/h) at Academic Block A,Failed,2026-03-23 18:21:58
310,ML72BR1484,Rohan Nair,+911576202706,SMS,ML72BR1484 overspeeding (42 km/h) at Main Gate,Delivered,2026-03-24 07:45:58
311,WB36BB8849,Pooja Nair,+916299069117,SMS,WB36BB8849 overspeeding (64 km/h) at Hospital Road,Delivered,2026-03-24 01:33:58
312,DL98TW1231,Arjun Das,+911014027580,SMS,DL98TW1231 overspeeding (56 km/h) at Hospital Road,Delivered,2026-03-24 10:18:58
313,KA04TV4558,Vikram Bose,+917707675638,EMAIL,KA04TV4558 overspeeding (55 km/h) at Library Junction,Delivered,2026-03-24 11:17:58
314,ML32GF1928,Aman Iyer,+917798826466,EMAIL,ML32GF1928 overspeeding (66 km/h) at Main Gate,Delivered,2026-03-23 12:30:58
315,ML73GV9095,Rajesh Mehta,+912021048241,SMS,ML73GV9095 overspeeding (40 km/h) at GH-4 Gate,Failed,2026-03-24 04:29:58
316,WB48UU1369,Arjun Kumar,+918948026518,SYSTEM,WB48UU1369 overspeeding (45 km/h) at Library Junction,Failed,2026-03-23 14:22:58
317,WB34HA6278,Priya Nair,+911278416516,SMS,WB34HA6278 overspeeding (68 km/h) at Academic Block A,Delivered,2026-03-24 04:38:58
318,KA32PF6209,Rahul Nair,+913422974948,EMAIL,KA32PF6209 overspeeding (28 km/h) at Academic Block B,Delivered,2026-03-24 03:04:58
319,ML53WF1442,Arjun Das,+916625753145,SYSTEM,ML53WF1442 overspeeding (25 km/h) at Residential Zone,Failed,2026-03-23 16:35:58
320,ML46MM6488,Rajesh Joshi,+919322317460,EMAIL,ML46MM6488 overspeeding (49 km/h) at Library Junction,Delivered,2026-03-23 15:14:58
321,DL62KW3487,Vikram Sharma,+913688960820,EMAIL,DL62KW3487 overspeeding (68 km/h) at Academic Block A,Failed,2026-03-24 06:49:58
322,WB48UU1369,Arjun Kumar,+918948026518,SMS,WB48UU1369 overspeeding (66 km/h) at Academic Block B,Delivered,2026-03-24 02:15:58
323,ML34UE2374,Rohan Joshi,+914806694030,SMS,ML34UE2374 overspeeding (46 km/h) at Residential Zone,Delivered,2026-03-23 20:23:58
324,AS05UA4808,Kavya Das,+919637877610,EMAIL,AS05UA4808 overspeeding (29 km/h) at Residential Zone,Delivered,2026-03-23 19:50:58
325,ML34UE2374,Rohan Joshi,+914806694030,EMAIL,ML34UE2374 overspeeding (61 km/h) at Main Gate,Failed,2026-03-23 21:20:58
326,DL08NI4952,Vikram Nair,+912709109071,SYSTEM,DL08NI4952 overspeeding (64 km/h) at Academic Block A,Delivered,2026-03-24 07:16:58
327,DL01NF5747,Arjun Verma,+911316655257,SYSTEM,DL01NF5747 overspeeding (29 km/h) at Academic Block A,Delivered,2026-03-24 04:48:58
328,DL05AZ5766,Rahul Joshi,+913347348918,SMS,DL05AZ5766 overspeeding (32 km/h) at Main Gate,Delivered,2026-03-23 19:12:58
329,DL80AM5081,Neha Iyer,+919588170395,SMS,DL80AM5081 overspeeding (42 km/h) at Hospital Road,Failed,2026-03-24 05:26:58
330,DL83RN3192,Pooja Mehta,+916710951012,SMS,DL83RN3192 overspeeding (35 km/h) at Residential Zone,Failed,2026-03-24 09:06:58
331,ML45SH3466,Sneha Joshi,+914389074659,EMAIL,ML45SH3466 overspeeding (22 km/h) at Academic Block A,Failed,2026-03-23 16:52:58
332,ML72BR1484,Rohan Nair,+911576202706,SMS,ML72BR1484 overspeeding (32 km/h) at Academic Block A,Delivered,2026-03-23 22:22:58
333,WB03IY1586,Rohan Das,+919834567754,EMAIL,WB03IY1586 overspeeding (68 km/h) at Residential Zone,Failed,2026-03-23 22:09:58
334,DL98TW1231,Arjun Das,+911014027580,SYSTEM,DL98TW1231 overspeeding (53 km/h) at Academic Block B,Delivered,2026-03-23 15:23:58
335,DL83RN3192,Pooja Mehta,+916710951012,SYSTEM,DL83RN3192 overspeeding (28 km/h) at Academic Block B,Failed,2026-03-23 20:29:58
336,KA98NI8813,Arjun Iyer,+917883709970,SMS,KA98NI8813 overspeeding (49 km/h) at Main Gate,Delivered,2026-03-23 17:11:58
337,AS39DD6131,Neha Nair,+917489491004,SMS,AS39DD6131 overspeeding (33 km/h) at Residential Zone,Delivered,2026-03-23 18:00:58
338,KA14YZ5213,Rajesh Bose,+917500846271,SYSTEM,KA14YZ5213 overspeeding (46 km/h) at Academic Block A,Failed,2026-03-24 06:11:58
339,KA57ND7683,Rajesh Sharma,+911007590061,SMS,KA57ND7683 overspeeding (24 km/h) at Library Junction,Delivered,2026-03-23 13:12:58
340,DL72HP6499,Kavya Iyer,+916877846731,SMS,DL72HP6499 overspeeding (68 km/h) at GH-4 Gate,Delivered,2026-03-24 00:29:58
341,AS85BJ2738,Rohan Joshi,+910333651880,EMAIL,AS85BJ2738 overspeeding (32 km/h) at Library Junction,Delivered,2026-03-24 10:11:58
342,WB03IY1586,Rohan Das,+919834567754,SYSTEM,WB03IY1586 overspeeding (59 km/h) at Library Junction,Delivered,2026-03-24 10:36:58
343,AS56EJ1700,Pooja Verma,+914789307919,EMAIL,AS56EJ1700 overspeeding (30 km/h) at Sports Complex,Failed,2026-03-23 15:57:58
344,ML66ZK5727,Meena Das,+917622447332,EMAIL,ML66ZK5727 overspeeding (65 km/h) at Hospital Road,Failed,2026-03-24 09:25:58
345,DL59QR2695,Suresh Das,+910814670689,EMAIL,DL59QR2695 overspeeding (62 km/h) at Residential Zone,Failed,2026-03-23 21:32:58
346,DL83RN3192,Pooja Mehta,+916710951012,SYSTEM,DL83RN3192 overspeeding (54 km/h) at Hospital Road,Failed,2026-03-24 05:56:58
347,ML45SH3466,Sneha Joshi,+914389074659,SYSTEM,ML45SH3466 overspeeding (44 km/h) at Academic Block A,Delivered,2026-03-24 00:39:58
348,DL59NA4362,Arjun Mehta,+917190273178,EMAIL,DL59NA4362 overspeeding (52 km/h) at Sports Complex,Failed,2026-03-24 01:56:58
349,KA32PF6209,Rahul Nair,+913422974948,EMAIL,KA32PF6209 overspeeding (41 km/h) at Sports Complex,Delivered,2026-03-24 09:17:58
350,AS39TF1535,Suresh Sharma,+916015436475,EMAIL,AS39TF1535 overspeeding (36 km/h) at Library Junction,Failed,2026-03-24 07:51:58
351,WB59SZ3341,Rahul Bose,+917914437386,SMS,WB59SZ3341 overspeeding (25 km/h) at Academic Block B,Delivered,2026-03-23 13:21:58
352,KA30QN3381,Sneha Sharma,+912427917146,SYSTEM,KA30QN3381 overspeeding (58 km/h) at Sports Complex,Delivered,2026-03-24 11:19:58
353,WB89CN6765,Riya Mehta,+913561598010,EMAIL,WB89CN6765 overspeeding (58 km/h) at Residential Zone,Delivered,2026-03-24 04:23:58
354,ML53WF1442,Arjun Das,+916625753145,SMS,ML53WF1442 overspeeding (30 km/h) at Residential Zone,Delivered,2026-03-23 17:38:58
355,AS40IU3799,Rohan Nair,+910527804140,EMAIL,AS40IU3799 overspeeding (40 km/h) at Hospital Road,Delivered,2026-03-23 23:06:58
356,ML73GV9095,Rajesh Mehta,+912021048241,SMS,ML73GV9095 overspeeding (23 km/h) at Residential Zone,Delivered,2026-03-23 12:54:58
357,WB03IY1586,Rohan Das,+919834567754,SMS,WB03IY1586 overspeeding (47 km/h) at Academic Block A,Delivered,2026-03-23 22:54:58
358,WB55CZ1211,Neha Nair,+912736869188,SYSTEM,WB55CZ1211 overspeeding (58 km/h) at Academic Block A,Failed,2026-03-24 04:51:58
359,ML07XQ7196,Rohan Bose,+915677490863,EMAIL,ML07XQ7196 overspeeding (30 km/h) at Main Gate,Delivered,2026-03-23 13:08:58
360,AS27RC7448,Ananya Sharma,+919232836094,SYSTEM,AS27RC7448 overspeeding (44 km/h) at Hospital Road,Failed,2026-03-24 01:29:58
361,AS84QL6148,Rohan Joshi,+913289615662,SMS,AS84QL6148 overspeeding (60 km/h) at Hospital Road,Delivered,2026-03-23 14:35:58
362,DL74BJ4274,Suresh Verma,+912083212354,SMS,DL74BJ4274 overspeeding (21 km/h) at Main Gate,Failed,2026-03-24 12:07:58
363,DL21FZ5173,Rahul Nair,+911900874208,EMAIL,DL21FZ5173 overspeeding (54 km/h) at Main Gate,Delivered,2026-03-24 10:58:58
364,KA85SP8923,Sneha Iyer,+915424963059,SMS,KA85SP8923 overspeeding (67 km/h) at Academic Block B,Delivered,2026-03-24 05:26:58
365,WB84FK1524,Suresh Das,+919692463706,SYSTEM,WB84FK1524 overspeeding (41 km/h) at Academic Block B,Failed,2026-03-24 05:37:58
366,DL49NC5997,Pooja Kumar,+913421486777,EMAIL,DL49NC5997 overspeeding (28 km/h) at GH-4 Gate,Failed,2026-03-24 02:20:58
